_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
155,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,36,92.81,2129,7.19,165,2294,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
156,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,376,88.44,819,11.56,107,926,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
157,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,39,89.31,518,10.69,62,580,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
158,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,40,84.12,4525,15.88,854,5379,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
159,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,41,97.98,1020,2.02,21,1041,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
160,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,45,91.62,2098,8.38,192,2290,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
161,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,46L,99.63,538,0.37,2,540,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
162,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,51A,85.12,4496,14.88,786,5282,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
163,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,51B,85.27,4447,14.73,768,5215,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
164,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,52,90.46,3139,9.54,331,3470,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
165,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,54,84.59,2783,15.41,507,3290,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
166,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,56,98.58,1039,1.42,15,1054,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
167,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,57,88.97,3733,11.03,463,4196,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
168,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,6,87.54,4596,12.46,654,5250,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
169,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,60,97.73,1636,2.27,38,1674,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
170,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,604,98.44,63,1.56,1,64,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
171,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,605,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
172,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,606,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
173,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,607,100.0,19,0.0,0,19,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
174,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,611,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
175,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,617,98.25,56,1.75,1,57,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
176,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,62,89.22,2747,10.78,332,3079,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
177,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,620,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
178,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,621,100.0,45,0.0,0,45,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
179,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,623,97.78,132,2.22,3,135,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
180,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,624,100.0,30,0.0,0,30,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
181,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,625,100.0,45,0.0,0,45,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
182,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,626,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
183,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,628,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
184,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,629,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
185,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,631,100.0,76,0.0,0,76,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
186,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,638,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
187,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,642,100.0,19,0.0,0,19,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
188,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,646,98.03,149,1.97,3,152,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
189,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,648,98.23,111,1.77,2,113,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
190,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,649,100.0,76,0.0,0,76,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
191,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,65,98.27,511,1.73,9,520,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
192,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,650,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
193,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,652,97.37,37,2.63,1,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
194,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,653,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
195,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,654,96.03,145,3.97,6,151,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
196,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,655,100.0,37,0.0,0,37,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
197,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,657,99.25,133,0.75,1,134,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
198,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,658,95.79,91,4.21,4,95,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
199,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,660,100.0,42,0.0,0,42,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
200,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,662,97.37,37,2.63,1,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
201,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,663,100.0,42,0.0,0,42,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
202,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,667,97.37,74,2.63,2,76,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
203,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,669,100.0,57,0.0,0,57,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
204,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,67,94.46,869,5.54,51,920,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
205,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,671,98.68,75,1.32,1,76,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
206,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,672,94.74,36,5.26,2,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
207,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,675,96.99,129,3.01,4,133,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
208,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,676,100.0,57,0.0,0,57,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
209,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,677,97.37,37,2.63,1,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
210,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,680,94.87,37,5.13,2,39,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
211,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,681,97.37,37,2.63,1,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
212,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,682,75.83,91,24.17,29,120,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
213,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,684,98.25,56,1.75,1,57,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
214,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,687,100.0,57,0.0,0,57,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
215,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,688,100.0,40,0.0,0,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
216,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,696,96.43,54,3.57,2,56,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
217,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,7,90.65,834,9.35,86,920,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
218,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,70,94.02,833,5.98,53,886,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
219,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,701,97.5,39,2.5,1,40,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
220,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,702,100.0,20,0.0,0,20,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
221,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,706,100.0,20,0.0,0,20,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
222,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,71,92.68,873,7.32,69,942,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
223,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,72,94.66,2146,5.34,121,2267,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
224,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,72M,91.95,2103,8.05,184,2287,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
225,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,72R,89.63,3155,10.37,365,3520,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
226,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,73,88.53,3958,11.47,513,4471,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
227,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,74,93.79,1813,6.21,120,1933,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
228,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,76,94.09,1734,5.91,109,1843,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
229,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,78,91.65,439,8.35,40,479,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
230,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,79,91.67,990,8.33,90,1080,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
231,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,800,98.02,942,1.98,19,961,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
232,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,801,97.39,785,2.61,21,806,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
233,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,802,98.24,335,1.76,6,341,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
234,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,805,100.0,368,0.0,0,368,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
235,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,840,100.0,368,0.0,0,368,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
236,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,851,100.0,310,0.0,0,310,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
237,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,86,99.86,2176,0.14,3,2179,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
238,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,88,89.87,2786,10.13,314,3100,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
239,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,90,85.23,2447,14.77,424,2871,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
240,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,93,93.84,1233,6.16,81,1314,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
241,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,95,99.85,1338,0.15,2,1340,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
242,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,96,91.59,1874,8.41,172,2046,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
243,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,97,89.64,2900,10.36,335,3235,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
244,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,98,88.42,2429,11.58,318,2747,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
245,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,99,94.06,3026,5.94,191,3217,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
246,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,E,98.14,158,1.86,3,161,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
247,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,F,96.47,2320,3.53,85,2405,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
248,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,FS,100.0,80,0.0,0,80,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
249,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,G,100.0,140,0.0,0,140,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
250,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,J,100.0,160,0.0,0,160,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
251,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,L,98.02,99,1.98,2,101,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
252,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,LA,99.17,119,0.83,1,120,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
253,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,NL,91.81,2814,8.19,251,3065,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
254,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,NX,100.0,139,0.0,0,139,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
255,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,NX3,96.23,153,3.77,6,159,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
256,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,O,94.26,1922,5.74,117,2039,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
257,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,OX,92.68,152,7.32,12,164,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
258,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,P,99.16,236,0.84,2,238,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
259,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,System Wide,90.73,136327,9.27,13933,150260,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
260,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,U,100.0,220,0.0,0,220,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
261,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,V,99.29,139,0.71,1,140,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
262,Service Operated,Monthly,2022,2022-01-01T00:00:00,2022-01-31T00:00:00,W,96.89,156,3.11,5,161,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
263,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,10,94.67,3232,5.33,182,3414,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
264,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,12,93.67,1836,6.33,124,1960,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
265,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,14,90.29,2651,9.71,285,2936,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
266,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,18,94.39,2828,5.61,168,2996,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
267,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,19,98.81,913,1.19,11,924,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
268,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,1T,96.06,5698,3.94,234,5932,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
269,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,20,95.18,1993,4.82,101,2094,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
270,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,200,97.76,2928,2.24,67,2995,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
271,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,21,93.01,1689,6.99,127,1816,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
272,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,210,98.37,1753,1.63,29,1782,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
273,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,212,99.6,1499,0.4,6,1505,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
274,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,215,97.72,558,2.28,13,571,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
275,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,216,99.18,722,0.82,6,728,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
276,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,217,96.61,1680,3.39,59,1739,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
277,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,232,98.08,717,1.92,14,731,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
278,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,239,99.05,1148,0.95,11,1159,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
279,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,251,99.04,720,0.96,7,727,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
280,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,28,97.92,942,2.08,20,962,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
281,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,29,92.34,1158,7.66,96,1254,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
282,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,33,93.9,2710,6.1,176,2886,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
283,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,34,95.76,925,4.24,41,966,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
284,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,35,97.6,934,2.4,23,957,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
285,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,36,93.53,1938,6.47,134,2072,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
286,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,376,94.58,785,5.42,45,830,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
287,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,39,99.46,548,0.54,3,551,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
288,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,40,92.96,4558,7.04,345,4903,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
289,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,41,98.95,942,1.05,10,952,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
290,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,45,97.05,2039,2.95,62,2101,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
291,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,46L,99.81,512,0.19,1,513,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
292,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,51A,93.64,4520,6.36,307,4827,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
293,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,51B,89.48,4244,10.52,499,4743,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
294,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,52,94.46,3018,5.54,177,3195,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
295,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,54,92.64,2833,7.36,225,3058,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
296,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,56,98.11,934,1.89,18,952,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
297,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,57,92.0,3486,8.0,303,3789,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
298,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,6,94.44,4505,5.56,265,4770,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
299,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,60,98.48,1489,1.52,23,1512,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
300,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,604,100.0,61,0.0,0,61,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
301,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,605,97.37,37,2.63,1,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
302,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,606,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
303,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,607,100.0,15,0.0,0,15,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
304,Service Operated,Monthly,2022,2022-02-01T00:00:00,2022-02-28T00:00:00,611,100.0,38,0.0,0,38,2021-22,2021-07-01T00:00:00,2022-06-30T00:00:00
