_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
3644,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,663,100.0,46,0.0,0,46,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3645,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,667,100.0,80,0.0,0,80,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3646,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,669,100.0,60,0.0,0,60,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3647,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,67,99.11,999,0.89,9,1008,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3648,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,671,100.0,80,0.0,0,80,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3649,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,672,97.44,38,2.56,1,39,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3650,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,675,100.0,140,0.0,0,140,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3651,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,676,100.0,60,0.0,0,60,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3652,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,677,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3653,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,680,100.0,30,0.0,0,30,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3654,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,681,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3655,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,682,100.0,75,0.0,0,75,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3656,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,683,100.0,15,0.0,0,15,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3657,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,684,100.0,80,0.0,0,80,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3658,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,687,100.0,63,0.0,0,63,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3659,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,688,100.0,36,0.0,0,36,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3660,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,696,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3661,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,7,99.22,2030,0.78,16,2046,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3662,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,70,98.44,885,1.56,14,899,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3663,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,701,96.83,61,3.17,2,63,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3664,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,702,100.0,42,0.0,0,42,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3665,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,703,100.0,21,0.0,0,21,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3666,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,706,100.0,42,0.0,0,42,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3667,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,707,100.0,21,0.0,0,21,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3668,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,71,98.9,1522,1.1,17,1539,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3669,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,72,98.17,2258,1.83,42,2300,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3670,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,72M,97.5,2219,2.5,57,2276,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3671,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,72R,97.34,3653,2.66,100,3753,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3672,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,73,97.99,4378,2.01,90,4468,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3673,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,74,97.64,1902,2.36,46,1948,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3674,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,76,98.75,1900,1.25,24,1924,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3675,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,79,99.41,1854,0.59,11,1865,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3676,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,800,98.33,823,1.67,14,837,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3677,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,801,95.52,768,4.48,36,804,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3678,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,802,99.71,340,0.29,1,341,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3679,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,805,97.58,363,2.42,9,372,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3680,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,840,97.57,361,2.43,9,370,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3681,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,851,97.44,304,2.56,8,312,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3682,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,86,99.92,2389,0.08,2,2391,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3683,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,88,99.4,3318,0.6,20,3338,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3684,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,90,97.73,2798,2.27,65,2863,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3685,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,93,98.69,1358,1.31,18,1376,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3686,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,95,100.0,1342,0.0,0,1342,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3687,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,96,98.75,1898,1.25,24,1922,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3688,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,97,97.25,3181,2.75,90,3271,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3689,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,98,97.56,2764,2.44,69,2833,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3690,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,99,98.07,3193,1.93,63,3256,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3691,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,E,98.21,165,1.79,3,168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3692,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,F,99.67,2401,0.33,8,2409,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3693,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,FS,98.81,83,1.19,1,84,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3694,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,G,99.32,146,0.68,1,147,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3695,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,J,100.0,210,0.0,0,210,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3696,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,L,100.0,126,0.0,0,126,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3697,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,LA,100.0,105,0.0,0,105,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3698,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,NL,96.77,3022,3.23,101,3123,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3699,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,NX,100.0,168,0.0,0,168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3700,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,NX3,99.32,146,0.68,1,147,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3701,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,O,97.39,2013,2.61,54,2067,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3702,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,OX,99.4,167,0.6,1,168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3703,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,P,99.21,250,0.79,2,252,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3704,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,System Wide,97.86,152543,2.14,3332,155875,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3705,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,U,99.57,230,0.43,1,231,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3706,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,V,100.0,168,0.0,0,168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3707,Service Operated,Monthly,2024,2024-03-01T00:00:00,2024-03-31T00:00:00,W,99.4,167,0.6,1,168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3708,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,10,97.22,3607,2.78,103,3710,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3709,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,12,98.43,2500,1.57,40,2540,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3710,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,14,93.65,3055,6.35,207,3262,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3711,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,18,97.06,3735,2.94,113,3848,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3712,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,19,98.87,962,1.13,11,973,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3713,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,1T,87.68,5787,12.32,813,6600,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3714,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,20,95.19,1919,4.81,97,2016,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3715,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,200,95.29,2548,4.71,126,2674,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3716,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,21,92.8,1585,7.2,123,1708,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3717,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,210,98.97,1914,1.03,20,1934,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3718,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,212,99.39,1803,0.61,11,1814,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3719,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,215,99.39,657,0.61,4,661,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3720,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,216,99.36,775,0.64,5,780,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3721,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,217,98.32,1813,1.68,31,1844,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3722,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,232,98.97,770,1.03,8,778,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3723,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,239,98.81,1326,1.19,16,1342,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3724,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,251,98.23,775,1.77,14,789,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3725,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,28,99.61,1016,0.39,4,1020,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3726,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,29,98.47,2123,1.53,33,2156,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3727,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,33,98.23,3332,1.77,60,3392,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3728,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,34,98.33,1000,1.67,17,1017,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3729,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,35,98.37,1028,1.63,17,1045,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3730,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,36,98.51,2188,1.49,33,2221,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3731,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,376,95.24,580,4.76,29,609,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3732,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,39,99.45,904,0.55,5,909,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3733,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,40,92.08,4956,7.92,426,5382,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3734,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,41,98.73,1007,1.27,13,1020,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3735,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,45,93.58,2042,6.42,140,2182,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3736,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,46L,100.0,594,0.0,0,594,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3737,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,51A,90.58,4471,9.42,465,4936,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3738,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,51B,97.24,4796,2.76,136,4932,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3739,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,52,97.13,3215,2.87,95,3310,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3740,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,54,96.49,2972,3.51,108,3080,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3741,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,56,100.0,1012,0.0,0,1012,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3742,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,57,97.66,4749,2.34,114,4863,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3743,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,6,95.41,4818,4.59,232,5050,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3744,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,60,99.32,1609,0.68,11,1620,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3745,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,604,100.0,54,0.0,0,54,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3746,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,605,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3747,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,606,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3748,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,607,100.0,17,0.0,0,17,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3749,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,617,100.0,51,0.0,0,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3750,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,62,92.89,2859,7.12,219,3078,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3751,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,620,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3752,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,621,100.0,102,0.0,0,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3753,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,623,100.0,170,0.0,0,170,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3754,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,624,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3755,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,625,100.0,102,0.0,0,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3756,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,626,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3757,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,628,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3758,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,629,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3759,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,631,100.0,64,0.0,0,64,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3760,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,638,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3761,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,641,100.0,51,0.0,0,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3762,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,642,100.0,17,0.0,0,17,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3763,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,646,100.0,170,0.0,0,170,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3764,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,648,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3765,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,649,97.06,66,2.94,2,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3766,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,65,99.76,834,0.24,2,836,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3767,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,650,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3768,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,651,100.0,51,0.0,0,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3769,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,652,97.06,33,2.94,1,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3770,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,653,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3771,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,654,100.0,102,0.0,0,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3772,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,655,97.06,33,2.94,1,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3773,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,657,99.02,101,0.98,1,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3774,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,658,98.53,67,1.47,1,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3775,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,660,100.0,37,0.0,0,37,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3776,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,662,97.06,33,2.94,1,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3777,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,663,97.14,34,2.86,1,35,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3778,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,667,98.53,67,1.47,1,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3779,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,669,100.0,50,0.0,0,50,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3780,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,67,98.96,1045,1.04,11,1056,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3781,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,671,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3782,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,672,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3783,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,675,99.16,118,0.84,1,119,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3784,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,676,100.0,51,0.0,0,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3785,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,677,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3786,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,680,97.06,33,2.94,1,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3787,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,681,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3788,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,682,100.0,85,0.0,0,85,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3789,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,683,100.0,17,0.0,0,17,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3790,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,684,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3791,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,687,100.0,48,0.0,0,48,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3792,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,688,100.0,32,0.0,0,32,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3793,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,696,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3794,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,7,97.42,1929,2.58,51,1980,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3795,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,70,98.62,855,1.38,12,867,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
